season,episode_number,episode_name,air_date,overview,runtime,guest_stars,crew,cast,image
18,11,Legacy,2022-03-10,"While Meredith, Amelia and the team prepare for Dr. Hamilton’s long-awaited, groundbreaking surgery, Bailey receives an unexpected offer. Owen’s impatience makes him a difficult physical therapy patient, forcing Link to intervene. In Minnesota, Nick makes a liver transplant a teaching moment.",44,"Greg Germann, Jaicy Elliot, J. Mallory McCree, JoNell Kennedy, Rene Rivera, Victoria Garcia-Kelleher, Aniela Gumbs, Miya Horcher, Zaiver Sinnett, Chris King Wong, Troy Ian Hall, Rob Mainord, Sylvia Kwan, Peter Gallagher, Greg Tarzan Davis, E. R. Fightmaster","Kevin McKidd (Director), Mark Driscoll (Writer)",,/wP5uJVdvPFX7gYXw0qb1dgaxVxX.jpg
18,12,The Makings Of You,2022-03-17,"Nick whisks Meredith away to his Minnesota cabin for a romantic weekend, leaving Winston and Maggie to care for Meredith’s children. Meanwhile, Amelia and Kai grow closer.",42,"Kate Burton, LaTanya Richardson Jackson, Anna Grace Barlow, Gabe Gibbs, Aniela Gumbs, E. R. Fightmaster, Ella Faris, Gracie Faris, Brody Goodstadt, Ryder Goodstadt, Ryker Murphy, Ryden Murphy","Debbie Allen (Director), Felicia Pride (Writer)",,/4lQD0y0w7gcRhw57frzK7WEd3sv.jpg
18,13,Put The Squeeze On Me,2022-03-24,"While Richard ponders his surgical abilities, Jo is charmed by her patient’s brother. Elsewhere, Megan makes sure Teddy and Owen talk out their differences, and a pet python causes an uproar.",43,"Jason George, Jaicy Elliot, Skylar Astin, Tessa Hope Slovis, Chris Aquilino, Gabe Fonseca, Janai Kaylani, Aniela Gumbs, Sylvia Kwan, Debbie Allen, Abigail Spencer, Peter Gallagher, Greg Tarzan Davis, E. R. Fightmaster, Bardia Seiri, Ella Faris, Gracie Faris, Brody Goodstadt, Ryder Goodstadt, Annabelle King","Julie Wong (Writer), Allison Liddi-Brown (Director)",,/1AJsMwPqYWTcnpNsdXoeujytPLV.jpg
18,14,Road Trippin’,2022-03-31,"Tensions at Grey Sloan Memorial rise as the effects of the physician shortage begin to show. Meanwhile, Meredith struggles to step away from work as she spends a sick day at home with Zola, and the hospital receives an unexpected visitor.",43,"Jaicy Elliot, Rome Flynn, Brandee Steger, Eduardo Muniz, Alexander Pelaez, Frances Nichols, Breaunna Bryan, Skylar Astin, MaryLynn Suchan, Tessa Hope Slovis, Aniela Gumbs, Zaiver Sinnett, Sylvia Kwan, Greg Tarzan Davis","Linda Klein (Director), Beto Skubs (Writer)",,/b4XZVvEd8At7J1MecrN4bvdzIf4.jpg
18,15,Put It To The Test,2022-04-07,"Bailey is on edge when an accreditation council stops by Grey Sloan to review the residency program, while Richard sets an assessment of his own for the same day. Meanwhile, Nick returns to Seattle to perform a first-of-its-kind operation with Meredith.",42,"Jaicy Elliot, Dahlia Salem, Dawnn Lewis, MaryLynn Suchan, Zaiver Sinnett, Sylvia Kwan, Peter Gallagher, Greg Tarzan Davis, E. R. Fightmaster, Michelle L. Gardner","Zoanne Clack (Writer), Kevin McKidd (Director)",,/pUVsFoAfN4b9TQpSbX9gSomewZU.jpg
18,16,Should I Stay or Should I Go?,2022-05-05,"Bailey faces an unhappy Catherine who is facing audits for several of her Foundation hospitals. Meanwhile, Addison is back at Grey Sloan; tensions rise between Meredith and Richard, and Owen returns to work.",43,"Kate Walsh, Alex Landi, Jaicy Elliot, Meryl Hathaway, Brenda Banda, Sebastian Stenhoj, Hansford Prince, Margarita Reyes, Avalon Gray, Colette Gray, River Davidson, Rome Flynn, Skylar Astin, Zaiver Sinnett, Debbie Allen, Greg Tarzan Davis","Michael W. Watkins (Director), Jase Miles-Perez (Writer), Jess Righthand (Writer)",,/1hCfqI2Lvi9YuXT0jHfKpejDJU.jpg
18,17,I'll Cover You,2022-05-12,"A former patient of Link’s, Simon, is in the ER with his pregnant wife; and Bailey receives an offer from Nick.",43,"Jaicy Elliot, Bianca A. Santos, Cedric Sanders, Amy Kersten, Cara Mitsuko, Norman Nixon, Jr., Janab Kareem, Jenna Nicole Sullivan, Avalon Gray, Colette Gray, River Davidson, Janai Kaylani, Debbie Allen, Ryker Murphy, Ryden Murphy","Debbie Allen (Director), Kiley Donovan (Writer), Emily Culver (Writer)",,/1Jm5P5dBpQsqx6UJyFp29GY1ji8.jpg
18,18,Stronger Than Hate,2022-05-19,"A dinner party is thrown at the sister house in Nick's honor. Meanwhile, Grey Sloan Memorial receives a victim of a brutal hate crime.",43,"Alex Landi, Bokhee An, Dana Lee, Rasta Thomas, E-Kan Soong, Angie Rhee, Henry Allen, Bianca A. Santos, Cedric Sanders, Rome Flynn, Aniela Gumbs, Lynn Chen, Sylvia Kwan, Debbie Allen, E. R. Fightmaster, Ella Faris, Gracie Faris, Brody Goodstadt, Ryder Goodstadt, Ryker Murphy, Ryden Murphy","Chandra Wilson (Director), Julie Wong (Writer)",,/2pG6qdgohXDBRhC0GO60Yqd2Vr9.jpg
18,19,Out for Blood,2022-05-26,"Due to a blood shortage, Grey Sloan Memorial is setting up a voluntary donation center. Meanwhile, Nick asks Meredith for help with his patient and Winston is hung up on his relationship with his brother.",43,"Jason George, Jaicy Elliot, Lea Coco, Payton Silver, Kristin Lehman, Sandy Martin, Bianca A. Santos, Cedric Sanders, Dawnn Lewis, Frances Nichols, Skylar Astin, Kate Burton, Aniela Gumbs, Zaiver Sinnett, Sylvia Kwan, Annabelle King","Meg Marinis (Writer), Kevin McKidd (Director)",,/wIRR4mgpxxKDXBem74430p2fdBo.jpg
18,20,You Are the Blood,2022-05-26,"The blood shortage at Grey Sloan Memorial continues. Meanwhile, Meredith makes a risky decision regarding a patient, and Owen’s actions to help his fellow veterans come to light.",43,"Jesse Williams, Sarah Drew, Jason George, Alex Landi, Jaicy Elliot, Payton Silver, Jay Hayden, Kristin Lehman, Sandy Martin, Penelope Kapudija, Cathy Chang, Bianca A. Santos, Cedric Sanders, Avalon Gray, Colette Gray, River Davidson, Dawnn Lewis, Janai Kaylani, Zaiver Sinnett, Sylvia Kwan, Debbie Allen, E. R. Fightmaster, Ryker Murphy, Ryden Murphy","Krista Vernoff (Writer), Debbie Allen (Director)",,/8ULJuLDbwYVNOTMyvxvF4zbDofu.jpg
19,1,Everything Has Changed,2022-10-06,"After a long six months, Grey Sloan Memorial has reinstated its residency program. A group of talented and striving young interns has been recruited as the attending surgeons work to rebuild the program to its former glory. Meredith, still functioning as the interim chief, sees Nick for the first time since she rejected his offer to move to Minnesota. Meanwhile, Bailey tells Richard she is not ready to return to work; Levi works up the courage to break disappointing news to Jo, and things turn awkward when Link realizes he has met one of the interns already. With Amelia and Maggie’s help, the new doctors are thrown into their first day on the job dealing with injuries from a recent tornado.",46,"Julie Carmen, Kerry O'Malley, Kenneisha Thompson, Michael Canetty, Cortes Alexander, Ho-Kwan Tse, Bokhee An","Krista Vernoff (Writer), Debbie Allen (Director)",,/a7deg23WAE99WLlDYE9hpyvuCSR.jpg
19,2,Wasn't Expecting That,2022-10-13,"The attending surgeons and interns work together to solve a medical mystery when a college kid comes in with what first looks like food poisoning but has escalating and dire complications. Meanwhile, Jo spends her day off with Bailey.",41,"Jaicy Elliot, Janai Kaylani, Aniela Gumbs, Marla Gibbs, Nolan Gould, Coy Stewart, Todd Robert Anderson, Artemis Pebdani","Meg Marinis (Writer), Pete Chatmon (Director)",,/p02hKRrMMVyL5Sg6mG7kJGbMnk7.jpg
19,3,Let's Talk About Sex,2022-10-20,"Bailey recruits the interns to create a series of social media videos informing teens about sexual health. The videos, filmed at Grey Sloan in front of a group of high schoolers, hit home as a student has medical complications during her visit. Elsewhere, Meredith and Maggie learn something new about Zola.",44,"Kate Walsh, Aniela Gumbs, E. R. Fightmaster, Marla Gibbs, Georgia T. Willow, Ciara Riley Wilson","Kevin McKidd (Director), Michelle Lirtzman (Writer)",,/xv7drHpT02Jkk9RZtKT3CfiC2zT.jpg
19,4,Haunted,2022-10-27,"It’s Halloween night at Grey Sloan Memorial. Meredith and Nick try to spend some alone time together; Levi is stressed due to overworking, and Winston and Owen have the interns practice trauma training on a real cadaver.",44,"Jason George, Jaicy Elliot, Aniela Gumbs, T.J. Ramini, Brian Letscher, Gio Schwab","Jamie Denbo (Writer), Amyn Kaderali (Director)",,/thVaFrFJpxO3dbDUbuHbXxg7z6j.jpg
19,5,When I Get to the Border,2022-11-03,"Bailey and Addison take a road trip to volunteer at a family planning center, but a patient’s ectopic pregnancy leads to complications. Elsewhere, the interns play detective about Lucas’ relationship with Amelia, and Meredith catches up with Jackson on a trip to Boston.",41,"Jesse Williams, Kate Walsh, Greg Germann, Debbie Allen","Julie Wong (Writer), Jesse Williams (Director)",,/x55gjOxoXn0IgpbdjNpa1aLpa1K.jpg
19,6,Thunderstruck,2022-11-10,"On the heels of life-changing news, a thunderstorm hits Grey Sloan. The attending surgeons and interns work together to save an injured reporter and family affected by the storm. Meanwhile, a beloved author undergoes a risky surgery, and complications from the storm arise.",44,"Jason George, Stefania Spampinato, Jaina Lee Ortiz, Aniela Gumbs, Mildred Marie Langford, Tim Martin Gleason, Daya Vaidya, Ethan Rains, Carlos Miranda, Boris Kodjoe, Patricia Richardson","Michael W. Watkins (Director), Jase Miles-Perez (Writer)",,/oyGDaoPPEonZSlzelj8SckcHj9H.jpg
19,7,I'll Follow the Sun,2023-02-23,"It’s Meredith’s last day at Grey Sloan Memorial and the doctors plan a goodbye surprise, while Nick confronts her about the future of their relationship. Elsewhere, the interns compete to scrub in on Maggie and Winston’s groundbreaking partial heart transplant procedure, and Richard asks Teddy an important question.",45,"Jaicy Elliot, Aniela Gumbs, Ella Faris, Brody Goodstadt, Ryder Goodstadt, Patricia Richardson, Michael Steger, Sharmita Bhattacharya, Gracie Faris","Krista Vernoff (Writer), Debbie Allen (Director)",,/AbqRJkZp6pm8WBVDiDdQytHvJun.jpg
19,8,All Star,2023-03-02,"Teddy makes a challenging decision. Meanwhile, Maggie and Winston aren’t on speaking terms, and Link leans on Jo for emotional support as he preps for a surgery on a well-known athlete. Simone and Lucas are surprised by an unlikely visitor.",44,"Colette Gray, River Davidson, Janai Kaylani, Aniela Gumbs, Catfish Jean, William Martinez, Briza Covarrubias, Derek Rivera, Adalgiza Chermont, Jennifer Grace Sarayba, Michael Sasaki","Allison Liddi-Brown (Director), Briana Belser (Writer)",,/brlOlcKwFDpWPG81Ue1CGM0l1PD.jpg
19,9,Love Don't Cost a Thing,2023-03-09,"Simone is met with a life-changing decision upon the return of someone from her past. Blue shadows Maggie on a risky procedure, while Jo and Link tend to a pregnant woman. At the intern house, Lucas and Mika throw a party filled with surprises.",45,"Jason George, Jaicy Elliot, Ryden Murphy, William Martinez, E.R. Fightmaster, Sarah Grace White, Johanna Curé, Rick Kumazawa, Calvin Seabrooks, Steve Hasley, Norm Nixon Jr.","Kevin McKidd (Director), Jess Righthand (Writer)",,/AonG13YR85sGsRFBg4ehAjG8wQx.jpg
19,10,Sisters Are Doin' It for Themselves,2023-03-16,"Catherine returns to Grey Sloan for a surgical case that makes Lucas and Blue queasy. Amelia treats a possible cancer patient with a family that’s a little too supportive. Owen takes his medical future into his own hands, much to Teddy’s surprise.",43,"Branden Silverman, Debbie Allen, Johanna Curé, Rick Kumazawa, Calvin Seabrooks, Meagen Fay, Jayne Entwistle, Robert Michael Lee, Pamela Shafer, Brick Jackson, Erica Piccininni, Rafiq Batcha, Sandra Marcela Hernandez, Jade Kaiser","Tameson Duffy (Writer), Linda Klein (Director)",,/qhRVuhB7eg3j3BhSxRR1rTrlj3m.jpg
19,11,Training Day,2023-03-23,"Addison makes a special appearance at Grey Sloan to welcome Bailey’s new OB/GYN trainees. Maggie’s lung transplant is derailed, and Nick bonds with Lucas — before the day takes a shocking turn.",43,"Stefania Spampinato, Janai Kaylani, William Martinez, Kate Walsh, Mo Collins, Clarissa Thibeaux, Jessika Van, Shein Mompremier, Jess Gabor, Thomas Bell, Dan Roe","Meg Marinis (Writer), Julie Wong (Writer), Kim Raver (Director), Michael Metzner (Producer), Eric C. Sun (Casting Associate), Victoria Murphy (Casting Assistant), Andrew Starnes (Editorial Staff), Raymond McCann (Production Assistant), Eric C. Sun (Stunts)",,/fKK70ZxQajQPIyPxvJft7pwzXW3.jpg
19,12,Pick Yourself Up,2023-03-30,"In the immediate aftermath of shocking events at the clinic, the hospital goes on lockdown and the Grey Sloan doctors split up to save multiple lives; Maggie lands in hot water with Winston; Jules' roommate makes a surprise appearance.",42,"Jason George, Stefania Spampinato, Danielle Savre, Payton Silver, Janai Kaylani, Calvin Seabrooks, Juliet Mills, Olivia Negron, Jonathan Goldsmith, Jess Gabor, Chris Warren, Jordan Murphy","Kevin McKidd (Director), Scott David Brown (Writer)",,/jan3dhLPgkcqL2NHhAQbQ7aYQYd.jpg
19,13,Cowgirls Don't Cry,2023-04-06,"A bull rider shows up at Grey Sloan with severe injuries, forcing Maggie, Amelia, Owen and Blue to examine their own biases. Elsewhere, Simone can’t find anyone to be her maid of honor, and Mika takes drastic measures to pay down her student debt.",43,"Jason George, Jaicy Elliot, Calvin Seabrooks, T.J. Power, Kristin Slaysman","Chandra Wilson (Director), Mark Driscoll (Writer)",,/dJZX5SZK6eCW4VWbbH0xvAquIDD.jpg
19,14,Shadow of Your Love,2023-04-13,"It’s Maggie’s last day. Amelia’s relationship with Kai is tested, and Ben worries as Bailey’s doxing intensifies.",44,"Jason George, Branden Silverman, Janai Kaylani, E.R. Fightmaster, Daniela García, Deanna Russo, Colin O'Brien, Jon Bass, Stacie Capone, Travis Goodman","Allison Liddi-Brown (Director), Beto Skubs (Writer)",,/3ZSqvHec7PndR0Jik80xVUjTVmE.jpg
19,15,Mama Who Bore Me,2023-04-13,"With Levi’s help, a patient celebrates a milestone. Jo processes a difficult diagnosis, and Maggie and Winston decide their future.",44,"Kate Burton, Janai Kaylani, LaTanya Richardson Jackson, Debbie Allen, E.R. Fightmaster, Deanna Russo, Colin O'Brien, Stacie Capone, Travis Goodman, Daniela García, Jackie Tohn, Ryan Pinkston, Karen Obilom, Robert Towers, Michelle Bonilla, Scout Tayui-Lepore, Matthew Case","Linda Klein (Director), Alyssa Margarite Jacobson (Writer)",,/dlMKuxd0ox0rLm8XmceSUiVNRfK.jpg
19,16,Gunpowder and Lead,2023-04-20,"Amelia takes her personal problems out on her work colleagues, and the threats against Bailey come to a terrifying head. Lucas and Jules make a risky decision on a patient, and Mika struggles with burnout.",43,"Jason George, Stefania Spampinato, Jaicy Elliot, Danielle Savre, Barrett Doss, Kate Walsh, Michael Segovia, Toya Turner, Joshua Triplett, Jasmine McLeish, Archana Rajan","Michelle Lirtzman (Writer), Morenike Joela Evans (Director)",,/gBICdDEBg9z5bv6BYJXvmuXwNux.jpg
19,17,Come Fly with Me,2023-05-04,"Teddy calls an emergency meeting to discuss the intern program. Link wrestles with his own self-doubt as he preps for a massive surgery, and Nick shares some much-needed guidance with a struggling Lucas.",43,"Jaicy Elliot, Juliet Mills, Jasmine McLeish, Sam Page, Kwame Patterson","Amyn Kaderali (Director), Kingsley Ume (Writer)",,/cT30I8qYp24TzZq31XXPgDv4e7j.jpg
19,18,Ready to Run,2023-05-11,Richard and Teddy make an exciting announcement. Jules and Blue butt heads over Maxine’s care while Lucas helps an artist decide on a risky procedure. Jo and Mika tend to Sam as Simone faces a life-changing decision.,44,"Jaicy Elliot, Juliet Mills, Olivia Negron, Sam Page, Valeri Ross, Lincoln A. Castellanos, Betsy Stover","Julie Wong (Writer), Allison Liddi-Brown (Director)",,/bfgko2PtURa9mkKlWQCaIywK50S.jpg
19,19,Wedding Bell Blues,2023-05-18,Simone's wedding day arrives as Jo and Link's relationship hits a major turning point.,42,"Jaicy Elliot, Debbie Allen, Marla Gibbs, Juliet Mills, Karen Obilom, Sam Page, William Martinez, Jonathan Adams, Alexandra Metz, Gilles Marini","Krista Vernoff (Writer), Meg Marinis (Writer), Kevin McKidd (Director)",,/s2Pn5OjSCRuCno1nTa5YabvhS2c.jpg
19,20,Happily Ever After?,2023-05-18,"The attending surgeons fly to Boston, forcing a reunion between Nick and Meredith. Bailey gets a big surprise.",44,"Jason George, Jaicy Elliot, Debbie Allen, Juliet Mills, Karen Obilom, Sam Page, Kwame Patterson, William Martinez, Dorian Gregory, Emily Carr","Meg Marinis (Writer), Debbie Allen (Director)",,/jIEW8zoRQMV8cRsz3kz6C9Ieze1.jpg
